FUNCTION_ONE,FUNCTION_TWO,LABEL,SIMILARITY
"    public static Matrix transpose(final Matrix input) {
        final double[][] transposeMatrix = new double[input.getCols()][input.getRows()];
        final double[][] d = input.getData();
        for (int r = 0; r < input.getRows(); r++) {
            for (int c = 0; c < input.getCols(); c++) {
                transposeMatrix[c][r] = d[r][c];
            }
        }
        return new Matrix(transposeMatrix);
    }","    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }",1,0.9981515
"    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }","    public void transpose() {
        double[][] new_data = new double[size_y][size_x];
        for (int i = 0; i < size_x; i++) {
            for (int j = 0; j < size_y; j++) {
                new_data[j][i] = data[i][j];
            }
        }
        int dummy = size_x;
        size_x = size_y;
        size_y = dummy;
        data = new_data;
    }",1,0.99592775
"    public static Object resizeArray(Object old, int newLength) {
        int oldLength = Array.getLength(old);
        Class elementType = old.getClass().getComponentType();
        Object newArray = Array.newInstance(elementType, newLength);
        int upto = (oldLength < newLength) ? oldLength : newLength;
        System.arraycopy(old, 0, newArray, 0, upto);
        return newArray;
    }","    static Object arrayExpand(Object a, int amount) {
        Class cl = a.getClass();
        if (!cl.isArray()) return null;
        int length = Array.getLength(a);
        int newLength = length + amount;
        Class componentType = a.getClass().getComponentType();
        Object newArray = Array.newInstance(componentType, newLength);
        System.arraycopy(a, 0, newArray, 0, length);
        return newArray;
    }",1,0.99780077
"    protected void browseFile(JTextField dest) {
        if (fileChooser == null) {
            fileChooser = new JFileChooser();
            fileChooser.setFileSelectionMode(JFileChooser.FILES_AND_DIRECTORIES);
        }
        if (fileChooser.showOpenDialog(frame) == JFileChooser.APPROVE_OPTION) {
            File f = fileChooser.getSelectedFile();
            if (f != null) dest.setText(f.getPath());
        }
    }","            public void actionPerformed(ActionEvent e) {
                if (filechooser == null) {
                    filechooser = new JFileChooser();
                    filechooser.setFileSelectionMode(JFileChooser.FILES_ONLY);
                }
                if (filechooser.showOpenDialog(ImageDisplay.this) == JFileChooser.APPROVE_OPTION) {
                    open(filechooser.getSelectedFile());
                }
            }",1,0.9979912
"    public static double[][] transpose(double[][] A) {
        if (logger.isDebugEnabled()) {
            debug(""Matrix A:"", A);
        }
        int _dimension = A.length;
        double[][] B = new double[_dimension][_dimension];
        for (int i = 0; i < _dimension; i++) {
            for (int k = 0; k < _dimension; k++) {
                B[k][i] = A[i][k];
            }
        }
        if (logger.isDebugEnabled()) {
            debug(""B = transpose(A):"", B);
        }
        return B;
    }","    public static float[][] TransposeMatrix(float[][] M) {
        int lines = M.length;
        int columns = M[0].length;
        float[][] Mi = new float[columns][lines];
        for (int i = 0; i < lines; i++) {
            for (int j = 0; j < columns; j++) {
                Mi[j][i] = M[i][j];
            }
        }
        return Mi;
    }",1,0.9941019
"    public static double[][] transpose(double[][] matrix) {
        double[][] result = new double[matrix.length][matrix[0].length];
        for (int i = 0; i < matrix.length; i++) {
            for (int j = 0; j < matrix[i].length; j++) {
                result[i][j] = matrix[j][i];
            }
        }
        return result;
    }","    public RealSquareMatrix copyUpperToLower() {
        for (int i = 0; i < cols - 1; i++) {
            for (int j = i + 1; j < cols; j++) {
                flmat[j][i] = flmat[i][j];
            }
        }
        return this;
    }",1,0.9954609
"    public static double[][] getCorrelations(double[][] v) {
        double[][] c = new double[v.length][v.length];
        for (int i = 0; i < v.length - 1; i++) {
            for (int j = i + 1; j < v.length; j++) {
                c[i][j] = Pearson.calcCorrelation(v[i], v[j]);
                c[j][i] = c[i][j];
            }
        }
        return c;
    }","    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }",1,0.99751383
"            @Override
            public void hyperlinkUpdate(HyperlinkEvent hyperlinkEvent) {
                if (Desktop.isDesktopSupported() && Desktop.getDesktop().isSupported(Desktop.Action.BROWSE)) {
                    HyperlinkEvent.EventType eventType = hyperlinkEvent.getEventType();
                    if (eventType == HyperlinkEvent.EventType.ACTIVATED) {
                        try {
                            Desktop.getDesktop().browse(hyperlinkEvent.getURL().toURI());
                        } catch (URISyntaxException uriSyntaxException) {
                            showMessageDialog(null, new MessageFormat(Messages.getString(""MessageDialog.6"")).format(new Object[] { hyperlinkEvent.getURL() }), JOptionPane.ERROR_MESSAGE, JOptionPane.DEFAULT_OPTION);
                        } catch (IOException ioException) {
                            showMessageDialog(null, Messages.getString(""MessageDialog.8""), JOptionPane.ERROR_MESSAGE, JOptionPane.DEFAULT_OPTION);
                        }
                    }
                } else {
                    showMessageDialog(null, Messages.getString(""MessageDialog.7""), JOptionPane.ERROR_MESSAGE, JOptionPane.DEFAULT_OPTION);
                }
            }","    @Override
    public void hyperlinkUpdate(HyperlinkEvent e) {
        if (EventType.ACTIVATED.equals(e.getEventType())) {
            if (Desktop.isDesktopSupported()) {
                try {
                    Desktop.getDesktop().browse(e.getURL().toURI());
                } catch (IOException e1) {
                    e1.printStackTrace();
                } catch (URISyntaxException e1) {
                    e1.printStackTrace();
                }
            }
        }
    }",1,0.99615085
"    public static double[][] transpose(double[][] A) {
        if (logger.isDebugEnabled()) {
            debug(""Matrix A:"", A);
        }
        int _dimension = A.length;
        double[][] B = new double[_dimension][_dimension];
        for (int i = 0; i < _dimension; i++) {
            for (int k = 0; k < _dimension; k++) {
                B[k][i] = A[i][k];
            }
        }
        if (logger.isDebugEnabled()) {
            debug(""B = transpose(A):"", B);
        }
        return B;
    }","    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }",1,0.99362534
"    private static boolean delete(File resource) throws IOException {
        if (resource.isDirectory()) {
            File[] childFiles = resource.listFiles();
            for (File child : childFiles) {
                delete(child);
            }
        }
        return resource.delete();
    }","    @Ignore
    public static void deleteTestFiles(File dir) {
        assertTrue(ensureDirIsTest(dir));
        File[] files = dir.listFiles();
        for (File f : files) {
            if (f.isDirectory()) {
                deleteTestFiles(f);
            }
            f.delete();
        }
    }",1,0.9970385
